,AddressID,AddressLine1,City,StateProvinceID,PostalCode
238,23031,1065 Almond St.,Santa Cruz,9,95062
239,21830,1065 Coachman Pl.,Burien,79,98168
240,21884,1065 Coachman Pl.,Wollongong,50,2500
241,24315,1068 N Sweetbriar Court,La Jolla,9,92806
242,22223,1069 Ahwanee Lane,Daly City,9,94015
243,19445,1069 Ahwanee Lane,North Ryde,50,2113
244,27386,1069 Bynum Way,Puyallup,79,98371
245,23603,1069 Central Blvd.,Hobart,71,7001
246,29022,"1069, boulevard du Montparnasse",Paris,161,75002
247,26200,107 Woodside Court,Glendale,9,91203
248,23236,"107, rue des Bouchers",Chatou,164,78400
249,27294,1071 Stanz Grace St.,Chula Vista,9,91910
250,29493,1073 Bonnie Lane,Port Macquarie,50,2444
251,18696,1074 Lori Drive,Lake Oswego,58,97034
252,28820,1075 San Miguel Circle,Oxford,14,OX1
253,16720,1077 Laurel Drive,Bellingham,79,98225
254,15134,1077 Laurel Drive,Long Beach,9,90802
255,27734,1077 Pheasant Drive,Downey,9,90241
256,17178,1077 Willow Court,Burbank,9,91502
257,19392,1077 Willow Court,Imperial Beach,9,91932
258,26187,1078 Aloe Vera Road,Beaverton,58,97005
259,32508,108 Lakeside Court,Bellevue,79,98004
260,13613,108 Lakeside Court,Corvallis,58,97330
261,13462,1080 Crestwood Circle,Metchosin,7,V9
262,21425,1080 Crestwood Circle,Rockhampton,64,4700
263,21640,"1080, quai de Grenelle",Saint Ouen,103,17490
264,25872,1082 Crivello Avenue,Cranbourne,77,3977
265,15172,1082 Crivello Avenue,Glendale,9,91203
266,15927,1082 Selena Court,Reading,14,RG7 5H7
267,14575,1082 Selena Court,Runcorn,14,TY31
268,15037,1083 W. Hook Road,Los Angeles,9,90012
269,23999,1083 W. Hookston Road,Chantilly,75,20151
270,24329,1084 Meadow Glen Way,Chula Vista,9,91910
271,11592,1084 Meadow Glen Way,Oxford,14,OX14 4SE
272,22559,1085 Ash Lane,London,14,W1N 9FA
273,25334,1085 Ash Lane,Spokane,79,99202
274,13970,1085 Greenbelt Way,Los Angeles,9,90012
275,13859,1086 Ash Lane,National City,9,91950
276,29028,1086 Clayton Road,Berks,14,SL4 1RH
277,25914,1086 Clayton Road,Portland,58,97205
278,19662,1086 Rose Dr.,Olympia,79,98501
279,19570,1087 Knollview Court,Novato,9,94947
280,25271,1087 Park Tree Ct.,Goulburn,50,2580
281,15579,1088 Ash Lane,Bury,14,PE17
282,25663,1088 Ash Lane,Hawthorne,64,4171
283,16342,109 Clay Road,Hervey Bay,64,4655
284,20912,109 Clayton Road,London,14,W1N 9FA
285,11435,"109, avenue des Ternes",Les Ulis,177,91940
286,24408,1090 El Dorado Way,Vancouver,7,V7L 4J4
287,29684,"1090, quai de Grenelle",Paris,161,75012
288,24777,1091 Bloching Circle,Lemon Grove,9,91945
289,29842,1092 Boxer Blvd,Port Hammond,7,V6B 3P7
290,27009,1092 Pinole Valley Rd.,Oakland,9,94611
291,20114,1093 Gatter Court,San Gabriel,9,91776
292,22145,1093 Via Romero,San Diego,9,92102
293,25565,1094 Loveridge Circle,Beaverton,58,97005
294,15488,1094 Loveridge Circle,Oregon City,58,97045
295,21423,1095 Collins Drive,Runcorn,14,TY31
296,24050,1095 Collins Drive,Seaford,77,3198
297,15315,1097 Kulani Lane,Kirkland,79,98033
298,23458,1097 Kulani Lane,London,14,SW19 3RU
299,27220,1098 Lawton Street,Peterborough,14,PB12
300,17135,1098 Lawton Street,Spokane,79,99202
301,26898,1099 C Street,Langley,7,V3A 4R2
302,25050,1099 C Street,London,14,SW1P 2NU
303,20557,1099 Catalpa Court,Redmond,79,98052
304,13175,"10bis, rue des Peupliers",Les Ulis,177,91940
305,25774,11 Sunrise Drive,Darlinghurst,50,2010
306,26033,11 Sunrise Drive,Mill Valley,9,94941
307,26207,"11, allée des Princes",Colombes,178,92700
308,28746,"11, avenue de la Gare",Lieusaint,163,77127
309,29510,"11, avenue de la Gare",Saint Ouen,103,17490
310,24447,"11, avenue du Port",Paris,161,75016
311,25215,"11, avenue du Président-Kennedy",Bobigny,179,93000
312,23027,"11, avenue du Président-Kennedy",Morangis,177,91420
313,15409,"11, avenue du Président-Kennedy",Paris,161,75007
314,25357,"11, avenue du Président-Kennedy",Paris La Defense,178,92081
315,25332,"11, avenue du Président-Kennedy",Roubaix,145,59100
316,27008,"11, avenue du Président-Kennedy",Saint-Denis,179,93400
317,26458,"11, avenue du Président-Kennedy",Verrieres Le Buisson,177,91370
318,28999,"11, boulevard Tremblay",Saint Germain en Laye,164,78100
319,23602,"11, place de la République",Paris,161,75016
320,18023,"11, quai de l´ Iton",Bobigny,179,93000
321,24483,"11, quai de l´ Iton",Chatou,164,78400
322,15516,"11, quai de l´ Iton",Courbevoie,178,92400
323,27020,"11, quai de l´ Iton",Lille,145,59000
324,20822,"11, quai de l´ Iton",Pantin,179,93500
325,24982,"11, quai de l´ Iton",Paris,161,75002
326,16506,"11, quai de l´ Iton",Paris,161,75005
327,18107,"11, quai de l´ Iton",Roissy en Brie,163,77680
328,29722,"11, quai de l´ Iton",Saint Ouen,103,17490
329,28316,"11, rue de Cambrai",Boulogne-Billancourt,178,92100
330,29244,"11, rue de Cambrai",Orly,180,94310
331,28799,"11, rue de Cambrai",Paris,161,75019
332,16649,"11, rue de la Cavalerie",Esher-Molesey,14,EM15
333,29619,"11, rue de l'Espace De Schengen",Boulogne-Billancourt,178,92100
334,23274,"11, rue de l'Espace De Schengen",Paris,161,75007
335,29275,"11, rue de l'Espace De Schengen",Roncq,145,59223
336,29352,"11, rue de l'Espace De Schengen",Saint Ouen,166,80610
337,29583,"11, rue de l'Espace De Schengen",Verrieres Le Buisson,177,91370
338,26043,"11, rue de Maubeuge",Metz,143,57000
339,18806,"11, rue de Maubeuge",Saint Germain en Laye,164,78100
340,20342,"11, rue de Terre Neuve",Lieusaint,163,77127
341,20399,"11, rue de Terre Neuve",Villeneuve-d'Ascq,145,59491
342,13649,"11, rue Descartes",Saint-Denis,179,93400
343,13080,"11, rue Descartes",Versailles,164,78000
344,25544,"11, rue du Départ",Sèvres,178,92310
345,29268,"11, rue du Puits Dixme",Colombes,178,92700
346,27982,"11, rue du Puits Dixme",Courbevoie,178,92400
347,22435,"11, rue du Puits Dixme",Drancy,179,93700
348,15448,"11, rue du Puits Dixme",Orleans,131,45000
349,28951,"11, rue du Puits Dixme",Orly,180,94310
350,28933,"11, rue du Puits Dixme",Paris,161,75007
351,29088,"11, rue du Puits Dixme",Paris,161,75013
352,11666,"11, rue Henri Gagnon",Roissy en Brie,163,77680
353,23443,"11, rue Philibert-Delorme",Metz,143,57000
354,24771,"11, rue Saint Denis",Drancy,179,93700
355,27557,"11, rue Saint Denis",Saint Germain en Laye,164,78100
356,16884,"11, rue Villedo",Paris,161,75009
357,23691,110 E. Watson Court,Hervey Bay,64,4655
358,21740,110 E. Watson Court,Sooke,7,V0
359,18660,110 Katherine Drive,Brisbane,64,4000
360,14909,"110, boulevard Beau Marchais",Gateshead,14,GA10
361,29031,1101 C Street,Daly City,9,94015
362,14359,"1101, rue Lauriston",Lynnwood,79,98036
363,13654,"1101, rue Lauriston",Sèvres,178,92310
364,26729,1102 Geary Ct,Lancaster,14,LA1 1LN
365,26813,1102 Ravenwood,North Ryde,50,2113
366,113,1102 Ravenwood,Seattle,79,98104
367,28241,1102 Ravenwood,W. Linn,58,97068
368,16567,"1102, rue Maillard",Sèvres,178,92310
369,14589,"1102, rue Maillard",Versailles,164,78000
370,11824,"1103, rue Lamarck",Paris,161,75019
371,27631,1104 Colton Ln,Burien,79,98168
372,17031,1104 Colton Ln,Corvallis,58,97330
373,15607,1104 O St.,Coronado,9,92118
374,27040,1105 Meadowbrook Drive,Colma,9,94014
375,26705,1105 Meadowbrook Drive,Olympia,79,98501
376,11907,1105 N. 48th St,London,14,E17 6JF
377,17536,1105 N. 48th St,Newton,7,V2M1N7
378,20958,1105 O St.,Shawnee,7,V8Z 4N5
379,14769,1106 Pine Creek Way,Bracknell,14,RG12 8TB
380,27235,1106 Pine Creek Way,Lincoln Acres,9,91950
381,28311,1107 La Corte Bonita,Cliffside,7,V8Y 1L1
382,18462,1108 Cactus Court,Hervey Bay,64,4655
383,11735,"111, boulevard du Montparnasse",Colombes,178,92700
384,25564,"111, quai Paul Doumer",Roubaix,145,59100
385,17919,"111, rue des Pyrenees",Roubaix,145,59100
386,13226,"111, rue Maillard",Versailles,164,78000
387,15193,"111, rue Marbeuf",Colomiers,117,31770
388,29343,1111 Bayview Cr,High Wycombe,14,HP10 9QY
389,11998,1111 Bayview Cr,Palo Alto,9,94303
390,14180,"1111, rue de Longchamp",Colomiers,117,31770
391,17310,"1111, rue Ste-Honoré",Roncq,145,59223
392,22775,1112 Roehlidge Lane,Sedro Woolley,79,98284
393,19801,"1112, rue des Grands Champs",Saint Germain en Laye,164,78100
394,12297,1113 Catherine Way,Newport Beach,9,92625
395,17263,1113 Ready Road,Lake Oswego,58,97034
396,23718,1113 Ready Road,Oxford,14,OX14 4SE
397,22238,1114 Laurel,Spring Valley,9,91977
398,18303,1117 Ashford Court,Burien,79,98168
399,27720,1117 Diablo View Road,Renton,79,98055
400,23952,1119 Elderwood Dr.,Lake Oswego,58,97034
401,12420,1119 Elderwood Dr.,Birmingham,14,B29 6SL
402,17096,112 Kathleen Drive,London,14,EC1R 0DU
403,20510,112 Kathleen Drive,Palo Alto,9,94303
404,15810,112 RaceCt,Renton,79,98055
405,29676,"112, avenue du Québec",Pantin,179,93500
406,15307,"112, avenue du Québec",Sèvres,178,92310
407,22138,"112, boulevard Tremblay",Saint-Denis,179,93400
408,19371,"112, rue Faubourg St Antoine",Roubaix,145,59100
409,19945,"112, rue Marbeuf",Dunkerque,145,59140
410,16199,"112, rue Marbeuf",Rockhampton,64,4700
411,11908,1120 Curtis Drive,High Wycombe,14,HP10 9QY
412,19254,1120 Curtis Drive,Sedro Woolley,79,98284
413,22716,1120 Jeff Ct.,Vancouver,7,V7L 4J4
414,15855,1121 Boynton Avenue,Colma,9,94014
415,29287,1121 Boynton Avenue,Issaquah,79,98027
416,26755,1121 Ferry Street,Cambridge,14,CB4 4BZ
417,19606,1121 Ferry Street,Everett,79,98201
418,18620,1121 Serrano Way,Spokane,79,99202
419,18460,1124 Leeds Ct. West,Marysville,79,98270
420,16712,1127 Leewood Place,W. Linn,58,97068
421,19014,1127 Oak Street,Coronado,9,92118
422,29780,1127 Wellington Avenue,Salem,58,97301
423,19989,113 Gordon Ct.,Milsons Point,50,2061
424,24886,"113, rue Ste-Honoré",Paris,161,75012
425,17779,1130 Fillet Ave.,Lavender Bay,50,2060
426,18839,1130 Fillet Ave.,Port Hammond,7,V6B 3P7
427,26016,1132 Plymouth Dr.,Bellflower,9,90706
428,29856,1132 Plymouth Dr.,Lake Oswego,58,97034
429,28413,1132 San Vincente Drive,Silverwater,50,2264
430,18941,1133 Beauer Lane,Hobart,71,7001
431,16601,1133 Concord Place,Portland,58,97205
432,19508,1133 Fillet Ave,Beverly Hills,9,90210
433,17092,1133 Fillet Ave,N. Vancouver,7,V7L 4J4
434,26877,1133 Leisure Lane,Burnaby,7,V3J 6Z3
435,14248,1133 Leisure Lane,Sooke,7,V0
436,22044,1134 Concord Pl.,Grossmont,9,91941
437,25720,1134 Concord Pl.,Springwood,50,2777
438,15452,1135 Glenellen Court,San Carlos,9,94070
439,14745,1135 W St.,Cloverdale,66,6105
440,20502,1135 W St.,Stoke-on-Trent,14,AS23
441,17482,1136 Lane Way,Hawthorne,64,4171
442,29522,"114, quai Paul Doumer",Lieusaint,163,77127
443,16547,1140 Panoramic Drive,Port Hammond,7,V6B 3P7
444,26682,1141 Hale Court,Fremont,9,94536
445,21985,1141 Panoramic Dr.,London,14,SW1P 2NU
446,21980,1141 Panoramic Dr.,Spring Valley,9,91977
447,20418,1141 Redwood Road,Yakima,79,98901
448,16864,1141 Rolling Hill Way,Glendale,9,91203
449,21773,1142 Firestone Dr.,Downey,9,90241
450,23244,1142 Firestone Dr.,Melton,77,3337
451,23392,1143 Julpum Loop,Bellingham,79,98225
452,28137,1143 Julpum Loop,Oak Bay,7,V8P
453,20982,1144 N. Jackson Way,Lynnwood,79,98036
454,267,1144 Paradise Ct.,Issaquah,79,98027
455,12601,1144 Paradise Ct.,Newport Beach,9,92625
456,25965,1144 Paraiso Ct.,Berkeley,9,94704
457,21298,"1144, rue Ste-Honoré",Morangis,177,91420
458,23048,1144/118 rue Faubourg St Antoine,Lille,145,59000
459,27864,1145 Paraiso Ct.,Langley,7,V3A 4R2
460,16405,1147 Delta Way,Beverly Hills,9,90210
461,27225,1147 Dimaggio Way,Newcastle upon Tyne,14,NT20
462,29593,1147 Mellowood Street,Newport Beach,9,92625
463,28973,1148 Thornwood Drive,Berks,14,SL4 1RH
464,11886,1148 Thornwood Drive,Corvallis,58,97330
465,13873,115 Pine Creek Way,Lynnwood,79,98036
466,26584,115 Santa Fe Street,Cliffside,7,V8Y 1L1
467,13844,115 Santa Fe Street,Lavender Bay,50,2060
468,28029,"115, quai Paul Doumer",Saint-Denis,179,93400
469,11910,1153 Loma Linda,Bendigo,77,3550
470,24188,1153 Loma Linda,Oxford,14,OX14 4SE
471,21394,1153 Southampton Road,Rhodes,50,2138
472,28349,1154 Regina Lane,St. Leonards,50,2065
473,23353,1154 Regina Lane,W. Linn,58,97068
474,16901,"1155, rue Ste-Honoré",Paris,161,75017
475,23230,1156 Corte Poquito,Beaverton,58,97005
476,12910,1156 Corte Poquito,Yakima,79,98901
477,22664,1156 Dublin Court,Runcorn,14,TY31
478,19186,1156 Dublin Court,Watford,14,WA3
479,24066,1157 Chilpancingo Pk.,Bremerton,79,98312
480,28389,1157 Chilpancingo Pk.,Colma,9,94014
481,25464,"1157, rue Marbeuf",Les Ulis,177,91940
482,19868,1158 Roundtree Place,Coffs Harbour,50,2450
483,12306,1158 Roundtree Place,Spokane,79,99202
484,18408,1159 Filling Ave.,Santa Monica,9,90401
485,24010,1159 Lacassie Ave,Wollongong,50,2500
486,12225,1159 LaCrosse Ave,San Francisco,9,94109
487,29228,"116, boulevard d´Albi",Bobigny,179,93000
488,21038,"116, boulevard d´Albi",Metz,143,57000
489,16806,1160 Bella Avenue,Esher-Molesey,14,EM15
490,11841,1160 Bella Avenue,Port Orchard,79,98366
491,28217,1160 Camelback Road,Hervey Bay,64,4655
492,14477,1160 Via Del Sol,Oak Bay,7,V8P
493,26316,1160 Via Del Sol,Springwood,50,2777
494,18012,1161 Daffodil Dr.,Burbank,9,91502
495,14017,1161 Daffodil Dr.,Milton Keynes,14,MK8 8DF
496,29016,1161 Pine Hollow Road,Burnaby,7,V3J 6Z3
497,17905,1162 Park Glenn,Gold Coast,64,4217
498,12846,1162 Park Glenn,Walla Walla,79,99362
499,22588,1162 Relief Valley Ct,Colma,9,94014
500,15505,1162 Relief Valley Ct,Seaford,77,3198
501,19592,1162 Thunderbird Drive,Oregon City,58,97045
502,18507,1163 Bella Vista,Santa Monica,9,90401
503,25081,1164 Augustine Drive,Lane Cove,50,1597
504,18474,1164 Bell Drive,Coronado,9,92118
505,15027,1164 Glenview Drive,Langford,7,V9
506,24965,1168 Escobar,Chula Vista,9,91910
507,29760,1168 Escobar,Woodland Hills,9,91364
508,20979,117 Esperanza Dr,Lemon Grove,9,91945
509,23413,117 Marvello Lane,Lane Cove,50,1597
510,24513,117 Marvello Lane,Peterborough,14,PB12
511,14995,1170 Shaw Rd,Glendale,9,91203
512,23822,1170 Shaw Rd,St. Leonards,50,2065
513,21312,1172 Flamingo Dr.,Cliffside,7,V8Y 1L1
514,14692,1172 Flamingo Dr.,London,14,C2H 7AU
515,18297,1172 Lunar Lane,West Covina,9,91791
516,21346,1173 Dale Pl.,Hobart,71,7001
517,24671,1173 Dale Pl.,Sydney,50,1002
518,14263,1174 Ayers Rd,Downey,9,90241
519,29703,1174 Royal Ann Lane,Matraville,50,2036
520,15366,1176 Oil Road,Redmond,79,98052
521,20648,1176 Oily Road,Sydney,50,1002
522,21176,1177 Oily Road,Burien,79,98168
523,20699,1177 Oily Road,West Covina,9,91791
524,18664,1178 Flora Ave.,Shawnee,7,V9B 2C3
525,25739,1178 Sandy Blvd.,Gold Coast,64,4217
526,25295,1178 Sandy Blvd.,Yakima,79,98901
527,29049,"118, rue Faubourg St Antoine",Bobigny,179,93000
528,17778,"118, rue Marbeuf",Colombes,178,92700
529,21712,"118, rue Marbeuf",Orleans,131,45000
530,27903,"118, rue Marbeuf",Suresnes,178,92150
531,11763,"118, rue Marbeuf",Villeneuve-d'Ascq,145,59491
532,15696,1180 Rhea Ct,West Covina,9,91791
533,11498,"11802, rue Surcouf",Colombes,178,92700
534,28504,1183 Royal Links Circle,Berks,14,SL4 1RH
535,15825,1183 Royal Links Circle,Grossmont,9,91941
536,24747,1183 Tono Lane,Berkshire,14,RG11 5TP
537,21760,1183 Tono Lane,Townsville,64,4810
538,233,1185 Dallas Drive,Everett,79,98201
539,27920,1185 Dallis Drive,Novato,9,94947
540,15744,1185 Laguna St,Tacoma,79,98403
541,23617,"119, quai Paul Doumer",Paris,161,75017
542,29109,"119, rue Faubourg St Antoine",Orleans,131,45000
543,29697,"119, rue Marbeuf",Villeneuve-d'Ascq,145,59491
544,28626,1190 Hill Top Rd.,Concord,9,94519
545,20178,1190 Hill Top Rd.,Runcorn,14,TY31
546,28586,1191 Boxwood Dr.,Burbank,9,91502
547,22516,1191 Boxwood Dr.,Oxford,14,OX1
548,22116,1191 Rhoda Way,Vancouver,7,V7L 4J4
549,28755,1192 A St.,Esher-Molesey,14,EM15
550,16039,1192 A St.,Gold Coast,64,4217
551,12455,1192 Parkway Drive,Mill Valley,9,94941
552,351,1192 Parkway Drive,Mill Valley,44,68601
553,17338,1192 Tosca Way,Beaverton,58,97005
554,23849,1192 Tosca Way,Townsville,64,4810
555,12851,1197 Santa Barbara,North Ryde,50,2113
556,12933,1197 Santa Barbara,Santa Monica,9,90401
557,17587,"1199, rue Ste-Honoré",Sèvres,178,92310
558,18266,"12, avenue des Laurentides",Roubaix,145,59100
559,25738,"12, avenue du Port",Sèvres,178,92310
560,29230,"12, avenue Foch",Lieusaint,163,77127
561,18960,"12, avenue Foch",Royal Oak,7,V8X
562,12103,"12, cours Mirabeau",Paris,161,75012
563,20558,"12, place de la Concorde",Colomiers,117,31770
564,17336,"12, route de Marseille",Colombes,178,92700
565,28022,"12, route de Marseille",Paris,161,75010
566,21568,"12, route de Marseille",Verrieres Le Buisson,177,91370
567,29171,"12, rue des Berges",Villeneuve-d'Ascq,145,59491
568,678,"12, rue des Grands Champs",Verrieres Le Buisson,177,91370
569,24459,"12, rue Descartes",Colombes,178,92700
570,28262,"12, rue Descartes",Metz,143,57000
571,18422,"12, rue Henri Gagnon",Cergy,181,95000
572,709,"12, rue Lafayette",Morangis,177,91420
573,19369,"12, rue Montcalm",Paris,161,75005
574,15833,"12, rue Philibert-Delorme",Paris,161,75017
575,604,1200 First Ave.,Joliet,24,60433
576,23231,1200 Rosemarie Pl,Royal Oak,7,V8X
577,29048,1201 Olive Hill,Gold Coast,64,4217
578,11768,1201 Olive Hill,Salem,58,97301
579,20889,1201 Paso Del Rio Way,East Brisbane,64,4169
580,26819,1201 Paso Del Rio Way,Spokane,79,99202
581,17689,1201 Ricardo Drive,Edmonds,79,98020
582,16031,1201 Ricardo Drive,South Melbourne,77,3205
583,23628,1201 St. Francis St.,Palo Alto,9,94303
584,12755,1204 Weber Blvd.,Woodburn,58,97071
585,12157,1206 Limewood Place,W. Linn,58,97068
586,15417,1206 Olive St,Burbank,9,91502
587,29503,1206 San Simeon Drive,Corvallis,58,97330
588,26560,1206 San Simeon Drive,London,14,W1V 5RN
589,23579,1207 Concerto Circle,Rhodes,50,2138
590,12070,1207 Concerto Circle,Salem,58,97301
591,14742,1207 Erie Dr,Imperial Beach,9,91932
592,28552,1208 Dos Encinas,Esher-Molesey,14,EM15
